,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
15374,제조일부터 24개월,(주)서흥,에이치씨에이,,,,20160926,2.00E+14,연한 노란색의 제피정제,15375
15375,제조일로부터2년간,엘라이프주식회사,에이치씨에이매직다이어트,,,,20150522,2.00E+12,"고유의 색택과 향미를 가지며 이미, 이취가 없어야 한다.",15376
15376,24개월,한국바이오팜(주),에이치에스-키퍼 (HS-Keeper),,,,20150522,2.00E+13,미백색 정제,15377
15377,24개월,한국바이오팜(주),에이치에스-파워 (HS-Power),,,,20150522,2.00E+13,미백색 정제,15378
15378,제조일로부터 24개월,주식회사 노바렉스,에이치에스엔 포뮬라(HSN FORMULA),,,,20150522,2.00E+14,미황색 장방형의 갈색의 제피정제,15379
15379,제조일로부터 24개월,코스맥스엔비티(주),에이치에스엔(HSN),,,,20180605,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 갈색의 코팅정제",15380
15380,제조일로부터 2년,(주)스마트세이프존,에이치에프피(HFP)키토산,,,,20150522,2.00E+12,분말,15381
15381,제조일로부터 2년,주식회사 노바렉스,에이치엔에스 이너뷰티(HNS INNER BEAUTY),,,,20150522,2.00E+14,갈색의 내용물을 함유한 흑갈색의 연질캡슐,15382
15382,24개월,(주)에치엔지,에이치엔홍삼,,,,20150522,2.01E+12,"옅은 흑색의 색택과 향미를 가지며 이미, 이취가 없어야 함.",15383
15383,24개월,(주)다스코바이오,에이치엘(HL)다이어트365,,,,20160725,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 노란 하얀색의 분말",15384
15384,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에이치엘(HL)프리미엄 글루코사민,,,,20150522,2.01E+13,갈색의 분말이 혼합된 미백색의 타원형 코팅정제,15385
15385,제조일로부터 24개월까지,코스맥스엔비티(주),에이치엘슬림,,,,20150522,2.01E+13,연한 빨간색의 분말,15386
15386,제조일로부터 18개월까지,코스맥스엔비티(주),에이치엘프리앤프로,,,,20150522,2.01E+13,미황색의 분말,15387
15387,제조일로 부터 24개월,(주)팜텍코리아,에이치엠멀티미네랄 마그네슘&망간,,,,20150522,2.00E+12,투명한 액상,15388
15388,24개월,(주)대호양행,에이치엠홍삼농축액분말13,,,,20161017,2.00E+12,이미 이취가 없고 고유의 향미가 있는 갈색의 분말,15389
15389,제조일로부터 2년,주식회사 노바렉스,에이치오피이 비타민C 40mg,,,,20150522,2.00E+13,"진보라색 장방형의 코팅정제, 보라색 장방형의 코팅정제, 연녹색 원형의 코팅정제, 미황색 타원형의 코팅정제, 다홍색 삼각형의 코팅정제",15390
15390,제조일로부터 2년,주식회사 노바렉스,에이치오피이 셀렌비타C,,,,20150522,2.00E+14,"진보라색 장방형의 코팅정제, 보라색 장방형의 코팅정제, 연녹색 원형의 코팅정제, 미황색 타원형의 코팅정제, 다홍색 삼각형의 코팅정제",15391
15391,24개월,주식회사 노바렉스,에이치오피이 슈퍼푸드 (HOPE SUPER FOOD),,,,20150522,2.00E+14,"미황색 장방형의 연노랑색, 분홍색, 녹색, 연회색, 주황색 코팅정제",15392
15392,제조일로부터 24개월까지,주식회사 엠에스씨,에이치와이(HY) 발효홍삼농축분말,,,,20180417,2.00E+12,홍삼 고유의 향취를 가진 갈색의 분말로 이미？이취가 없어야 함,15393
15393,제조일로부터 24개월까지,주식회사 엠에스씨,에이치와이(HY) 발효홍삼농축액,,,,20180417,2.00E+12,홍삼 고유의 향취를 가진 암갈색의 점도가 높은 액상으로 이미？이취가 없어야 함,15394
15394,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에이치이씨인뷰티캡슐,,,,20180319,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 연한 자줏빛 분홍색의 연질캡슐",15395
15395,36개월,(주)유니쎌팜,에이치케이앤케이 골드(전량 수출용),,,,20180222,2.00E+13,미황색의 내용물을 함유한 녹색의 경질캡슐,15396
15396,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이치케이엔케이 골드,,,,20150522,2.00E+14,미황색의 내용물을 함유한 녹색의 경질캡슐,15397
15397,24개월,비엔지웰푸드,에이치투비타,,,,20190228,2.01E+13,연한 회색분말의 내용물을 함유한 연한 미색의 경질 캡슐,15398
15398,제조일로부터 18개월,코스맥스바이오(주),에이토솔루션비타민D젤리스틱,,,,20181029,2.00E+14,황색의 젤리,15399
15399,제조일로부터 2년,주식회사 노바렉스2공장,에이투에이지 원데이원,,,,20180314,2.01E+13,[루테인 연질캡슐] 적색의 내용물을 함유한 적색의 연질캡슐 [오메가3 연질캡슐] 황색의 내용물을 함유한 투명 연질캡슐 [비타민정제] 노란하얀색의 장방형 투명 제피정제 [미네랄정제] 백색의 장방형 투명 제피정제,15400
15400,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이티알 ATR-01 면역이,,,,20150522,2.00E+14,갈색의 내용물을 함유한 담갈색의 경질캡슐,15401
15401,24개월,콜마비앤에이치(주)푸디팜사업부문,에이티오피,,,,20150522,2.01E+13,미황색 유상액을 함유한 적색 연질캡슐,15402
15402,제조일로부터 18개월,(주)쎌바이오텍,에이티피 혼합유산균4S,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흰노랑색의 원형정제",15403
15403,제조일로부터 18개월,(주)쎌바이오텍,에이티피(ATP)4P(피),,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색 분말",15404
15404,제조일로부터 18개월,(주)쎌바이오텍,에이티피(ATP)혼합유산균,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흰노랑 분말",15405
15405,24개월,(주)다스코바이오,에이펙셀본칼슘,,,,20150522,2.01E+12,백색의 내용물을 포함한 미황색 경질캅셀,15406
15406,24개월,(주)다스코바이오,에이펙셀키토산,,,,20150522,2.01E+12,미황색 경질캅셀,15407
15407,제조일로부터 24개월,에스케이내추럴팜(주),에이펙셀키토산,,,,20150522,2.00E+13,미황색의 경질캅셀,15408
15408,24개월,(주)케미메디 한국전통의학연구소 식품사업부,에이펙셀키토산,,,,20171220,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 미황색 경질캅셀",15409
15409,제조일로부터24개월,에이펙셀(주),에이펙셀키토산,,,,20171204,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 투명한 캅셀",15410
15410,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 멀티비타민&미네랄,,,,20180425,2.00E+14,미황색의 타원형 제피정제,15411
15411,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 버퍼드 비타민C,,,,20170515,2.00E+14,백색의 내용물을 함유한 투명의 경질캡슐,15412
15412,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 비타민B콤플렉스,,,,20170518,2.00E+14,연한 노란주황색의 타원형 제피정제,15413
15413,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 비타민D,,,,20170512,2.00E+14,점박이가 있는 백색의 원형 정제,15414
15414,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 스마트B,,,,20190403,2.00E+14,흐린 노란색의 장방형 제피정제,15415
15415,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 알티지오메가3,,,,20181017,2.00E+14,연노란색 투명의 내용물을 함유한 투명의 연질캡슐,15416
15416,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 칼슘·마그네슘&비타민D3,,,,20170515,2.00E+14,백색의 타원형 정제,15417
15417,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러 코큐텐 콤플렉스,,,,20170717,2.00E+14,황갈색의 내용물을 갈색의 연질캡슐,15418
15418,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이포뮬러 포에버영,,,,20190318,2.00E+14,노란색의 내용물을 함유한 주황색의 연질캡슐,15419
15419,제조일로부터 18개월,(주)씨티씨바이오,에이포뮬러 프로바이오틱스(aformula probiotics),,,,20181211,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색의 분말을 함유한 투명경질 캡슐",15420
15420,제조일로부터 24개월,(주)한국씨엔에스팜,에이포뮬러멀티비타민&미네랄14,,,,20170227,2.00E+14,황색의 내용물을 함유한 투명의 경질캡슐,15421
15421,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이플러스 오메가3&멀티비타민,,,,20150522,2.00E+14,미황색의 내용물을 함유한 적갈색의 연질캡슐,15422
15422,제조일로부터 24개월,일동바이오사이언스(주),에이피(AP) 6종 혼합유산균,,,,20150522,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 미황색의 분말",15423
15423,2년,(주)세모,에이하나비타,,,,20150522,2.00E+12,황색의 제피정제,15424
15424,제조일로부터 24개월까지,극동에치팜(주),에인에이칼본플러스,,,,20190509,2.00E+13,미황색의 내용물을 함유한 백색의 경질캡슐,15425
15425,제조일로부터 2년,(주)고센바이오텍,에임헬스난황레시틴,,,,20160304,2.00E+12,흑갈색의 액상을 함유한 초코렛색의 연질캅셀로서 이미ㆍ이취가 없어야 함,15426
15426,제조일로부터 24개월,코스맥스엔비티(주),에코 ？ 퀸 로즈,,,,20191002,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 흰분홍색 분말을 함유한 투명한 경질캡슐",15427
15427,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에코 스피루리나,,,,20190521,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 진한 녹색의 츄어블 제피정제",15428
15428,제조일로부터 24개월까지,코스맥스엔비티(주),에코놀,,,,20150522,2.01E+13,흑갈색의 분말을 함유한 투명 경질캡슐,15429
15429,24개월,(주)다스코바이오,에코놀,,,,20150522,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는  회색의 내용물을 포함한 갈색의 경질캅셀
이미, 이취가 없고 고유의 향미가 있는 회색의 내용물을 포함한 갈색의 경질캅셀",15430
15430,제조일로부터 24개월까지,(주)한국씨엔에스팜,에코라이프,,,,20150715,2.00E+14,갈색의 원형 제피정제,15431
15431,제조일로부터 18개월.,주)팜크로스,에코맘 프로바이오틱스,,,,20170915,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 분홍색의 분말",15432
15432,제조일로부터 24개월까지,(주)한국씨엔에스팜,에코미파워루테인,,,,20180329,2.00E+14,적색의 내용물을 함유한 갈색반투명의 연질캡슐,15433
15433,24개월,코스맥스엔비티(주),에코미파워쏘팔메토,,,,20181030,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 노란색의 내용물을 함유한 적색 연질 캡슐",15434
15434,제조일로부터 24개월까지,(주)한국씨엔에스팜,에코미파워코큐텐,,,,20180321,2.00E+14,주황색의 내용물을 함유한 적색의 연질캡슐,15435
15435,제조일로부터 24개월,(주)녹십초알로에,에코베라 가르시니아 플러스 셀렌,,,,20150522,2.00E+12,이미·이취가 없는 흰색의 정제,15436
15436,제조일로부터 24개월,(주)녹십초알로에,에코베라 글루코사민 플러스 멀티비타민,,,,20150522,2.00E+12,미황색의 분말을 함유한 연청색과 담청색의 경질캅셀,15437
15437,제조일로부터 24개월,(주)녹십초알로에,에코베라 루테인 플러스 베타카로틴,,,,20150522,2.00E+12,주황색의 내용물이 함유된 연두색의 연질캅셀,15438
15438,제조일로부터 24개월,(주)녹십초알로에,에코베라 클로렐라,,,,20150522,2.00E+12,진한녹색의 정제,15439
15439,24개월,(주)다스코바이오,에코젠(Ecozen),,,,20150522,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 회색의 분말을 함유한 투명한 갈색의 경질캡슐",15440
15440,제조일로부터 24개월까지,(주)한국씨엔에스팜,에크미루테인지아잔틴,,,,20190816,2.00E+14,적색의 내용물을 함유한 적갈색의 연질캡슐,15441
15441,제조일로부터 24개월,(주)네추럴에프앤피,에크미파워,,,,20190208,2.00E+14,연한 노란색의 내용물을 함유한 붉은색의 연질캡슐,15442
15442,2년,(주)유유헬스케어,에타무실골드,,,,20150522,2.00E+13,회황색의 분말,15443
15443,제조일로부터24개월,(주)서흥,에포가드,,,,20150522,2.00E+13,미황색 액을 내용물로 한 투명의 장방형 연질캅셀제,15444
15444,제조일로부터 2년,(주)녹십자웰빙,에프발효인삼농축액,,,,20150522,2.01E+11,흑갈색의 유동성 액체,15445
15445,제조일로부터 2년,(주)녹십자웰빙,에프발효인삼농축액분말,,,,20150522,2.01E+11,갈색의 분말,15446
15446,제조일로부터 2년,(주)녹십자웰빙,에프발효홍삼농축액,,,,20150522,2.01E+11,흑갈색의 유동성 액체,15447
15447,제조일로부터 2년,(주)녹십자웰빙,에프발효홍삼농축액분말,,,,20150522,2.01E+11,갈색의 분말.,15448
15448,제조일로부터 2년,(주)비피도,에프앤디 칼디,,,,20150522,2.00E+13,미황색의 분말,15449
15449,제조일로부터 2년,(주)비피도,에프앤디 칼슘,,,,20150522,2.00E+13,회백색의 분말,15450
15450,제조일로부터 24개월까지,(주)한국씨엔에스팜,에프앤디파이토오메가3,,,,20150522,2.00E+14,미황색의 내용물을 함유한 투명의 연질캡슐,15451
15451,제조일로부터 24개월,코스맥스엔비티(주),에프오에스 프리바이오틱스,,,,20190328,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 미황색의 분말",15452
15452,제조일로부터 2년,(주)정원,에프인삼성분분말,,,,20150522,2.00E+12,연한 갈색 분말,15453
15453,제조일로부터 24개월,콜마비앤에이치(주)푸디팜사업부문,에프킬러보이차다이어트,,,,20180402,2.01E+14,"이미,이취가 없고 고유의 향미가 있는 탁한갈색의 제피정제",15454
15454,제조일부터 24 개월,네이처퓨어코리아(주),에피젠패스,,,,20170810,2.01E+13,"황색의 장방형 제피정제로 이미, 이취가 없다.",15455
15455,제조일로부터 24개월까지,코스맥스엔비티(주),에피타이트,,,,20150522,2.01E+13,고유의 향미가 있는 초콜렛 색상의 츄잉정제,15456
15456,제조일로부터 36개월,(주)뉴팜,엑셀런트 프로바이오틱스(Excellent Probiotics),,,,20160926,2.00E+13,"이미, 이취가 없는 미백색의 내용물을 함유한 백색의 경질캅셀",15457
15457,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,엑셀렌 C2000,,,,20180608,2.01E+14,이미·이취가 없고 고유의 향미가 있는 백색의 분말,15458
15458,24개월,고려인삼과학주식회사,엑스-팻다이어트,,,,20150522,2.00E+13,"갈색의 액상제품으로 이미, 이취가 없어야 한다.",15459
15459,제조일로부터 24개월,(주)뉴트롬,엑스가우틴,,,,20171012,2.02E+12,"이미, 이취가 없고 고유한 향미가 있는 밝은 노란주황색 분말을 함유한 투명경질캡슐",15460
15460,제조일로부터 2년,주식회사한미양행,엑스리고AA프락토올리고당,,,,20150522,2.00E+12,연노란색의 원형 정제,15461
