,index,REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,ENTRPS,STDR_STND
130,131,20190423,17종라비센패밀리유산균,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용.,20040020029319,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.40 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
131,132,20190423,17종락피도프로바이오틱스패밀리유산균,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용.,20040020029322,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.35 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
132,133,20190430,17종수퍼세븐틴유산균,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용.,20040020029323,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.00 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
133,134,20150522,17종알파혼합유산균-10,직사광선 및 고온다습한 곳을 피하여 실온에서 보관하고 유통중에 흡습되지 않게 파손에 주의,"1 유산균 증식 및 유해균 억제 
2 배변활동원활에 도움을 줄 수 있음",유백색 또는 미황색의 분말,"1 알레르기 체질인 경우 성분을 확인 후 섭취
2 제품의 포장지에 의해 상처를 입을 수 있으니 주의",건강기능식품 원료로 사용,20040020029157,18개월,"1 성상 : 이미,이취가 없는 유백색 또는 미황색 분말
2 대장균군 : 음성
3 프로바이오틱스 수 : 1.0 X 10^9cfu/g 이상",(주)메디오젠,
134,135,20150522,17종알파혼합유산균-1000,직사광선 및 고온다습한 곳을 피하여 실온에서 보관하고 유통중에 흡습되지 않게 파손에 주의,"1 유산균 증식 및 유해균 억제 
2 배변활동원활에 도움을 줄 수 있음",황색 또는 미황색의 분말,"1 알레르기 체질인 경우 성분을 확인 후 섭취
2 제품의 포장지에 의해 상처를 입을 수 있으니 주의",건강기능식품 원료로 사용,20040020029155,18개월,"1 성상 : 이미,이취가 없는 황색 또는 미황색 분말
2 대장균군 : 음성
3 프로바이오틱스 수 : 1.0 X 10^11cfu/g 이상",(주)메디오젠,
135,136,20150522,17종알파혼합유산균-2000,직사광선 및 고온다습한 곳을 피하여 실온에서 보관하고 유통과정에서 흡습되지 않도록 파손에 주의,1 유산균 증식 및 유해균 억제 2 배변활동원활에 도움을 줄 수 있음,황색 또는 황갈색의 분말,"1 알레르기 체질인 경우 성분을 확인 후 섭취
2 제품의 포장지에 의해 상처를 입을 수 있으니 주의",건강기능식품 원료로 사용,20040020029151,18개월,"1 성상 : 이미,이취가 없는 황색 또는 회황색 분말
2 대장균군 : 음성
3 프로바이오틱스 수 : 2.0 X 10^11cfu/g 이상.",(주)메디오젠,
136,137,20190924,17종알파혼합유산균-3500,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029394,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.50 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
137,138,20190121,17종알파혼합유산균-4450,"실온, (직사광선 및 고온다습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029299,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 4.45 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
                ⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
138,139,20190725,17종알파혼합유산균-엘(L)2,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 유백색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029373,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 유백색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 1.00 X 10^10 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
139,140,20190812,17종알파혼합유산균디(D),"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029375,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.60 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
140,141,20190628,17종알파혼합유산균비(B),실온(직사광선 및 고온다습한 곳을 피하여 서늘한 곳에 보관),①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용,20040020029348,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.50 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
141,142,20190828,17종알파혼합유산균비(B)-3500,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029382,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.50 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
142,143,20190612,17종알파혼합유산균씨(C),"실온, (직사광선 및 고온다습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029343,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.0 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
143,144,20190628,17종알파혼합유산균에이(A),실온(직사광선 및 고온다습한 곳을 피하여 서늘한 곳에 보관),①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용,20040020029351,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.1 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
144,145,20190822,17종알파혼합유산균에이(A)-3300,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029376,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.3 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
145,146,20190828,17종알파혼합유산균에이(A)-3400,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용,20040020029381,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.40 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
